Name,Latitude,Longitude,City,States
[MTC],42.62,82.83,Selfridge,MI
[P75],45.92,85.92,SeulChoix,MI
[TVC],44.73,85.58,TraverseCty,MI
[OSC],44.45,83.40,Wurtsmith,MI
[YIP],42.23,83.53,Ypsilanti,MI
[AEL],43.68,93.37,AlbertLea,MN
[AXN],45.87,95.38,Alexandria,MN
[BJI],47.50,94.93,BemidjiMuni,MN
[BRD],46.40,94.13,Brainerd-Crw,MN
[DTL],46.82,95.88,DetroitLaks,MN
[DLH],46.83,92.18,Duluth,MN
[ELO],47.90,91.82,Ely,MN
[FRM],43.65,94.42,Fairmont,MN
[FFM],46.30,96.07,FergusFalls,MN
[GPZ],47.22,93.52,GrandRapids,MN
[HIB],47.38,92.85,Hibbing,MN
[INL],48.57,93.38,IntlFalls,MN
[Y69],45.13,94.52,Litchfield,MN
[MKT],44.22,93.92,Mankato,MN
[MML],44.45,95.82,MarshallArpt,MN
[FCM],44.83,93.47,Minneapolis,MN
[MIC],45.07,93.38,Minneapolis,MN
[MSP],44.88,93.22,Minneapolis,MN
[PKD],46.90,95.07,ParkRapids,MN
[P39],46.60,94.32,PequotLake,MN
[RWF],44.55,95.08,RedwoodFalls,MN
[RST],43.92,92.50,Rochester,MN
[STP],44.93,93.05,SaintPaul,MN
[STC],45.55,94.07,StCloud,MN
[TVF],48.07,96.18,ThiefRiver,MN
[P61],47.58,90.83,Tofte,MN
[D45],48.93,95.35,Warroad,MN
[OTG],43.65,95.58,Worthington,MN
[CBM],33.65,88.45,ColumbusAFB,MS
[GTR],33.45,88.58,GoldenTrian,MS
[GLH],33.48,90.98,Greenville,MS
[GWO],33.50,90.08,Greenwood,MS
[GPT],30.40,89.07,Gulfport,MS
[PIB],31.47,89.33,Hattiesburg,MS
[JAN],32.32,90.08,Jackson,MS
[BIX],30.42,88.92,KeeslerAFB,MS
[LUL],31.67,89.17,Laurel,MS
[MCB],31.18,90.47,Mccomb,MS
[NMM],32.55,88.57,MeridianNAS,MS
[MEI],32.33,88.75,Meridian/Key,MS
[HEZ],31.62,91.25,Natchez,MS
[UOX],34.39,89.54,Oxford,MS
[TUP],34.27,88.77,Tupelo,MS
[COU],38.82,92.22,Columbia,MO
[CGI],37.23,89.58,CpGirardeau,MO
[TBN],37.75,92.13,FtLeonard,MO
[JEF],38.60,92.17,JeffersonCity,MO
[JLN],37.17,94.50,Joplin,MO
[MCI],39.32,94.72,KansasCity,MO
[MKC],39.12,94.60,KansasCity,MO
[IRK],40.10,92.55,Kirksville,MO
[UMN],37.33,94.35,Monett,MO
[MKO],35.66,95.36,Muskogee,MO
[P02],36.77,90.47,PoplarBluff,MO
[GVW],38.85,94.55,Richards-Geb,MO
[P35],40.25,93.72,Spickard,MO
[SGF],37.23,93.38,Springfield,MO
[STJ],40.28,95.53,StJoseph,MO
[STL],38.75,90.37,StLouis,MO
[SUS],38.65,90.63,StLouis/Spirit,MO
[VIH],38.13,91.77,Vichy/Rolla,MO
[H63],37.22,92.42,WestPlains,MO
[UNO],36.88,91.90,WestPlains,MO
[SZL],38.73,93.55,WhitemanAFB,MO
[BIL],45.80,108.53,Billings,MT
[BZN],45.78,111.15,Bozeman,MT
[4BQ],45.67,105.67,Broadus,MT
[BTM],45.95,112.50,Butte,MT
[CTB],48.60,112.37,CutBank,MT
[DLN],45.25,112.55,Dillon,MT
[3DU],46.67,113.15,Drummond,MT
[GGW],48.22,106.62,Glasgow,MT
[GDV],47.13,104.80,Glendive,MT
[GTF],47.48,111.37,GreatFalls,MT
[3HT],46.43,109.83,Harlowton,MT
[HVR],48.55,109.77,Havre,MT
[HLN],46.60,112.00,Helena,MT
[JDN],47.33,106.93,Jordan,MT
[FCA],48.30,114.27,Kalispell,MT
[LWT],47.05,109.45,Lewiston,MT
[LVM],45.70,110.43,Livingston,MT
[GFA],47.50,111.18,Malmstrom,MT
[MLS],46.43,105.87,MilesCity,MT
[MSO],46.92,114.08,Missoula,MT
[MQM],44.57,112.32,Monida,MT
[SDY],47.72,104.18,Sidney,MT
[3TH],47.60,115.37,ThompsonFal,MT
[WEY],44.65,111.10,WYellowston,MT
[WYS],44.68,111.12,WYellowston,MT
[OLF],48.10,105.58,WolfPoint,MT
[ANW],42.58,99.98,Ainsworth,NE
[AIA],42.05,102.80,Alliance,NE
[BIE],40.32,96.75,Beatrice,NE
[BBW],41.43,99.65,BrokenBow,NE
[BUB],41.78,99.15,Burwell,NE
[CDR],42.83,103.08,Chadron,NE
[OLU],41.45,97.35,Columbus,NE
[CZD],40.87,100.00,Cozad,NE
[FNB],40.07,95.58,FallsCity,NE
[GRI],40.97,98.32,GrandIsland,NE
[HSI],40.60,98.43,Hastings,NE
[6V1],40.33,101.39,Imperial,NE
[IML],40.53,101.63,Imperial,NE
[EAR],40.73,99.00,Kearney,NE
[LNK],40.85,96.75,LincolnMuni,NE
[MCK],40.22,100.58,Mccook,NE
[MHN],42.05,101.05,Mullen,NE
[OFK],41.98,97.43,Norfolk,NE
[OVN],41.37,96.02,NorthOmaha,NE
[LBF],41.13,100.68,NorthPlatte,NE
[ONL],42.47,98.68,O'neill,NE
[OFF],41.12,95.92,OffuttAFB,NE
[OMA],41.30,95.90,Omaha/Eppley,NE
[ODX],41.62,98.95,Ord/Sharp,NE
[BFF],41.87,103.60,Scottsbluff,NE
[SNY],41.10,102.98,SidneyMuni,NE
[VTN],42.87,100.55,Valentine,NE
[AUI],39.83,117.13,Austin,NV
[U31],39.50,117.08,Austin,NV
[BAM],40.62,116.87,BattleMtn,NV
[P38],37.62,114.52,Caliente,NV
[EKO],40.83,115.78,Elko,NV
[ELY],39.28,114.85,Ely/Yelland,NV
[P68],39.50,115.97,Eureka,NV
[NFL],39.42,118.70,FallonNAS,NV
[HTH],38.55,118.63,Hawthorne,NV
[L63],36.53,115.57,IndSprngRn,NV
[L76],36.57,115.67,IndSprngRn,NV
[LAS],36.08,115.17,LasVegas,NV
[LOL],40.10,118.92,Lovelock,NV
[DRA],36.62,116.02,Mercury,NV
[LSV],36.23,115.03,NellisAFB,NV
[OWY],42.58,116.17,Owyhee,NV
[RNO],39.50,119.78,Reno,NV
[TPH],38.07,117.08,Tonopah,NV
[AWH],41.33,116.25,Wildhorse,NV
[WMC],40.90,117.80,Winnemucca,NV
[UCC],37.58,116.08,YuccaFlat,NV
[BML],44.58,71.18,Berlin,NH
[CON],43.20,71.50,Concord,NH
[AFN],42.80,72.00,Jaffrey,NH
[EEN],42.90,72.27,Keene,NH
[LCI],43.57,71.43,Laconia,NH
[LEB],43.63,72.30,Lebanon,NH
[MHT],42.93,71.43,Manchester,NH
[MWN],44.27,71.30,MtWashingtn,NH
[ASH],42.78,71.52,Nashua,NH
[PSM],43.08,70.82,PeaseAFB,NH
[8B8],44.00,71.38,Wolfeboro,NH
[ACY],39.45,74.57,AtlanticCty,NJ
[N78],40.28,74.28,BarnegatLs,NJ
[CDW],40.87,74.28,Fairfield,NJ
[NEL],40.03,74.35,Lakehurst,NJ
[WRI],40.02,74.60,McguireAFB,NJ
[MIV],39.37,75.07,Millville,NJ
[MMU],40.80,74.42,Morristown,NJ
[EWR],40.70,74.17,NewarkIntl,NJ
[TEB],40.85,74.05,Teterboro,NJ
[TTN],40.28,74.82,Trenton,NJ
[ABQ],35.05,106.60,Albuquerque,NM
[CVS],34.38,103.32,Cannon,NM
[CNM],32.33,104.27,Carlsbad,NM
[CAO],36.45,103.15,ClaytonArpt,NM
[4CR],34.10,105.68,Corona,NM
[4SL],36.02,106.95,CubaAwrs,NM
[DMN],32.25,107.70,Deming,NM
[FMN],36.75,108.23,Farmington,NM
[GUP],35.52,108.78,Gallup/Clark,NM
[GNT],35.17,107.90,Grants,NM
[HOB],32.68,103.20,Hobbs,NM
[HMN],32.85,106.10,HollomanAFB,NM
[LRU],32.30,106.77,LasCruces,NM
[LVS],35.65,105.15,LasVegas,NM
[LAM],35.88,106.28,LosAlamos,NM
[4MY],34.98,106.05,Moriarity,NM
[E28],32.90,106.40,NorthrupStr,NM
[RTN],36.74,104.50,Raton,NM
[ROW],33.30,104.53,Roswell,NM
[SAF],35.62,106.08,SantaFe,NM
[SVC],32.63,108.17,SilverCity,NM
[ONM],34.07,106.90,Socorro,NM
[E23],36.42,105.57,Taos,NM
[TCS],33.23,107.27,TruthOrCon,NM
[TCC],35.18,103.60,Tucumcari,NM
[2C2],32.63,106.40,WhiteSands,NM
[ALB],42.75,73.80,Albany,NY
[N28],40.75,74.37,Ambrose,NY
[BGM],42.22,75.98,Binghamton,NY
[BUF],42.93,78.73,Buffalo,NY
[DSV],42.97,78.20,Dansville,NY
[ELM],42.17,76.90,Elmira,NY
[FRG],40.73,73.43,Farmingdale,NY
[GTB],44.05,75.73,FortDrum,NY
[GFL],43.35,73.62,GlensFalls,NY
[RME],43.23,75.40,GriffissAFB,NY
[ISP],40.78,73.10,Islip,NY
[ITH],42.48,76.47,Ithaca,NY
[JHW],42.15,79.25,Jamestown,NY
[MSS],44.93,74.85,Massena,NY
[MSV],41.70,74.80,Monticello,NY
[NYC],40.77,73.98,NewYork,NY
[JFK],40.65,73.78,NewYork/JFK,NY
[LGA],40.77,73.90,NewYork/LGA,NY
[SWF],41.50,74.10,Newburgh,NY
[IAG],43.10,78.95,NiagaraFall,NY
[OGS],44.68,75.40,Ogdensburg,NY
[N66],42.87,75.12,Oneonta,NY
[PBG],44.65,73.47,Plattsburgh,NY
[POU],41.63,73.88,Poughkeepsie,NY
[ROC],43.12,77.67,Rochester,NY
[ROC],43.12,77.67,Rochester,NY
[SLK],44.38,74.20,SaranacLk,NY
[SCH],42.85,73.93,Schenectady,NY
[SYR],43.12,76.12,Syracuse,NY
[UCA],43.15,75.38,Utica,NY
[ART],44.00,76.02,Watertown,NY
[FOK],40.85,72.63,Westhampton,NY
[HPN],41.07,73.72,WhitePlains,NY
[AVL],35.43,82.55,Asheville,NC
[HAT],35.27,75.55,CapeHattera,NC
[CLT],35.22,80.93,Charlotte,NC
[NKT],34.90,76.88,CherryPoint,NC
[2DP],36.13,76.50,DareCoGr,NC
[44W],35.25,75.50,DiamondSho,NC
[ECG],36.27,76.18,Elizabeth,NC
[FAY],35.00,78.88,Fayetteville,NC
[FBG],35.13,78.93,FortBragg,NC
[GSO],36.08,79.95,Greensboro,NC
[HKY],35.75,81.38,Hickory,NC
[HSS],35.90,82.82,HotSprings,NC
[OAJ],34.82,77.62,Jacksonville,NC
[ISO],35.32,77.63,Kinston,NC
[HFF],35.03,79.50,MackallAaf,NC
[MQI],35.92,75.68,ManteoArpt,NC
[EWN],35.08,77.05,NewBern,NC
[NCA],34.70,77.43,NewRiver,NC
[POB],35.17,79.02,PopeAFB,NC
[RDU],35.87,78.78,Raleigh-Durh,NC
[RWI],35.85,77.88,RockyMt,NC
[GSB],35.33,77.97,Seymour-John,NC
[SOP],35.24,79.39,SouthernPin,NC
[ILM],34.27,77.92,Wilmington,NC
[INT],36.13,80.23,Winston-Salem,NC
[BIS],46.77,100.75,Bismarck,ND
[DVL],48.12,98.90,Devil'sLake,ND
[P11],48.10,98.87,Devil'sLake,ND
[DIK],46.78,102.80,Dickenson,ND
[FAR],46.90,96.80,Fargo,ND
[GFK],47.95,97.18,GrandForks,ND
[RDR],47.97,97.40,GrandForks,ND
[JMS],46.92,98.68,Jamestown,ND
[P67],46.10,97.15,Lidgerwood,ND
[MIB],48.42,101.35,MinotAFB,ND
[MOT],48.27,101.28,MinotIntl,ND
[P24],47.75,101.83,Roseglen,ND
[ISN],48.18,103.63,Williston,ND
[UNI],39.21,82.23,Athens/Albany,OH
[CAK],40.92,81.43,Canton,OH
[CVG],39.05,84.67,Cincinnati,OH
[LUK],39.10,84.43,Cincinnati,OH
[BKL],41.52,81.68,Cleveland,OH
[CGF],41.57,81.48,Cleveland,OH
[CLE],41.42,81.87,Cleveland,OH
[CMH],40.00,82.88,Columbus,OH
[OSU],40.08,83.07,ColumbusOsu,OH
[DAY],39.90,84.20,Dayton,OH
[FDY],41.02,83.67,Findlay,OH
[MFD],40.82,82.52,Mansfield,OH
[LCK],39.82,82.93,Rickenbacker,OH
[TOL],41.60,83.80,Toledo,OH
[LNN],41.63,81.40,Willoughby,OH
[FFO],39.83,84.05,Wright-PatAFB,OH
[YNG],41.27,80.67,Youngstown,OH
[ZZV],39.95,81.90,Zanesville,OH
[LTS],34.67,99.27,AltusAFB,OK
[ADM],34.30,97.02,Ardmore,OK
[BVO],36.75,96.00,Bartlesville,OK
[CSM],35.35,99.20,Clinton,OK
[WDG],36.38,97.80,Enid,OK
[FSI],34.65,98.40,FortSill,OK
[GAG],36.30,99.77,Gage,OK
[HBR],35.00,99.05,Hobart,OK
[LAW],34.57,98.42,Lawton,OK
[MLC],34.88,95.78,Mcalester,OK
[OUN],35.23,97.47,Norman,OK
[OKC],35.40,97.60,OklahomaCty,OK
[PWA],35.53,97.65,OklahomaCty,OK
[PGO],34.68,94.62,Page,OK
[PNC],36.73,97.10,PoncaCity,OK
[SWO],36.16,97.09,Stillwater,OK
[TIK],35.42,97.38,TinkerAFB,OK
[TUL],36.20,95.90,Tulsa,OK
[END],36.33,97.92,VanceAFB,OK
[AST],46.15,123.88,Astoria,OR
[3S2],45.25,122.75,Aurora,OR
[BKE],44.83,117.82,Baker,OR
[4BK],42.08,124.47,Brookings,OR
[BNO],43.60,118.95,BurnsArpt,OR
[92S],43.38,124.95,CapeBlanco,OR
[CZK],45.68,121.88,Cascade,OR
[CVO],44.50,123.28,Corvallis,OR
[EUG],44.12,123.22,Eugene,OR
[HIO],45.53,122.95,Hillsboro,OR
[LMT],42.15,121.73,KlamathFall,OR
[LGD],45.28,118.00,LaGrande,OR
[4LW],42.18,120.35,LakeView,OR
[MEH],45.50,118.40,Meacham,OR
[MFR],42.37,122.87,Medford,OR
[ONP],44.63,124.05,Newport,OR
[OTH],43.42,124.25,NorthBend,OR
[ONO],44.02,117.02,Ontario,OR
[PDT],45.68,118.85,Pendleton,OR
[PDX],45.60,122.60,Portland,OR
[RDM],44.27,121.15,Redmond,OR
[RBG],43.23,123.37,Roseburg,OR
[SLE],44.92,123.00,Salem,OR
[SXT],42.62,123.37,Sexton,OR
[DLS],45.62,121.15,TheDalles,OR
[TTD],45.55,122.40,Troutdale,OR
[ABE],40.65,75.43,Allentown,PA
[AOO],40.30,78.32,Altoona,PA
[BVI],40.75,80.33,BeaverFalls,PA
[BSI],40.27,79.09,Blairsville,PA
[BFD],41.80,78.63,Bradford,PA
[DUJ],41.18,78.90,Dubois,PA
[ERI],42.08,80.18,Erie,PA
[FKL],41.38,79.87,Franklin,PA
[CXY],40.22,76.85,Harrisburg,PA
[HAR],40.37,77.42,Harrisburg,PA
[JST],40.32,78.83,Johnstown,PA
[LNS],40.13,76.30,Lancaster,PA
[LBE],40.28,79.40,Latrobe,PA
[MDT],40.20,76.77,Middletown,PA
[MUI],40.43,76.57,Muir,PA
[PNE],40.08,75.02,NthPhiladel,PA
[PHL],39.88,75.25,Philadelphia,PA
[PSB],41.47,78.13,Philipsburg,PA
[AGC],40.35,79.93,Pittsburgh,PA
[PIT],40.50,80.22,Pittsburgh,PA
[RDG],40.38,75.97,Reading,PA
[43M],39.73,77.43,SiteR,PA
[UNV],40.85,77.83,StateColleg,PA
[AVP],41.33,75.73,Wilkes-Barre,PA
[IPT],41.25,76.92,Williamsport,PA
[NXX],40.20,75.15,WillowGrove,PA
[BID],41.17,71.58,BlockIsland,RI
[OQU],41.60,71.42,NthKingston,RI
[PVD],41.73,71.43,Providence,RI
[NCO],41.36,71.25,QuonsetPtNAS,RI
[AND],34.50,82.72,Anderson,SC
[NBC],32.48,80.72,BeaufortMca,SC
[CHS],32.90,80.03,Charleston,SC
[CAE],33.95,81.12,Columbia,SC
[FLO],34.18,79.72,Florence,SC
[GMU],34.85,82.35,Greenville,SC
[GSP],34.90,82.22,Greenville,SC
[MMT],33.92,80.80,Mcentire,SC
[MYR],33.68,78.93,MyrtleBeach,SC
[CRE],33.82,78.72,NthMyrtleB,SC
[SSC],33.97,80.47,ShawAFB,SC
[SPA],34.92,81.96,Spartanburg,SC
[ABR],45.45,98.43,Aberdeen,SD
[BKX],44.30,96.80,Brookings,SD
[9V9],43.80,99.32,Chamberlain,SD
[CHB],43.75,99.32,Chamberlain,SD
[0V1],43.77,103.60,Custer,SD
[RCA],44.15,103.10,EllsworthAf,SD
[HON],44.38,98.22,Huron,SD
[Y22],45.93,102.17,Lemmon,SD
[MHE],43.77,98.03,Mitchell,SD
[Y26],45.53,100.43,Mobridge,SD
[P05],44.05,101.60,Philip,SD
[PHP],44.05,101.60,Philip,SD
[PIR],44.38,100.28,Pierre,SD
[RAP],44.05,103.07,RapidCity,SD
[REJ],45.16,103.32,Redig,SD
[FSD],43.58,96.73,SiouxFalls,SD
[ATY],44.92,97.15,Watertown,SD
[YKN],42.92,97.38,Yankton,SD
[TRI],36.48,82.40,Bristol,TN
[CHA],35.03,85.20,Chattanooga,TN
[CKV],36.62,87.42,Clarksville,TN
[CSV],35.95,85.08,Crossville,TN
[DYR],36.02,89.40,Dyersburg,TN
[MKL],35.60,88.92,Jackson,TN
[TYS],35.82,83.98,Knoxville,TN
[MEM],35.05,90.00,MemphisIntl,TN
[NQA],35.35,89.87,MemphisNAS,TN
[MGL],35.15,85.51,Monteagle,TN
[BNA],36.12,86.68,Nashville,TN
[MQY],36.00,86.50,Smyrna,TN
[ABI],32.42,99.68,Abilene,TX
[ALI],27.73,98.03,Alice,TX
[AMA],35.23,101.70,Amarillo,TX
[AUS],30.30,97.70,Austin,TX
[BSM],30.20,97.68,BergstromAf,TX
[BGS],32.39,101.48,BigSky,TX
[HCA],32.30,101.45,BigSpring,TX
[BRO],25.90,97.43,Brownsville,TX
[BWD],31.79,98.96,Brownwood,TX
[FWH],32.78,97.43,CarswellAFB,TX
[NIR],28.37,97.67,ChaseNAS,TX
[CDS],34.43,100.28,Childress,TX
[CLL],30.58,96.37,CollegeStn,TX
[CRP],27.77,97.50,CorpusChrst,TX
[NGP],27.70,97.28,CorpusChrst,TX
[COT],28.45,99.22,Cotulla,TX
[DWH],30.07,95.55,D.w.Hooks,TX
[DHT],36.02,102.55,Dalhart,TX
[NBE],32.73,96.97,DallasNAS,TX
[ADS],32.97,96.83,Dallas/Addis,TX
[DFW],32.90,97.03,Dallas/FW,TX
[DAL],32.85,96.85,Dallas/Love,TX
[RBD],32.68,96.87,Dallas/Redbr,TX
[DRT],29.37,100.92,DelRio,TX
[DYS],32.43,99.85,DyessAFB,TX
[ELP],31.80,106.40,ElPaso,TX
[EFD],29.62,95.17,EllingtonAf,TX
[FTW],32.82,97.35,FortWorth,TX
[HLR],31.15,97.72,FtHoodAaf,TX
[GLS],29.27,94.87,Galveston,TX
[GRK],31.07,97.83,GrayAFB,TX
[GVT],33.07,96.07,Greenville,TX
[GDP],31.83,104.80,GuadalupePs,TX
[HRL],26.23,97.67,Harlingen,TX
[HDO],29.35,99.17,Hondo,TX
[IAH],29.97,95.35,Houston,TX
[HOU],29.65,95.28,Houston/Hobby,TX
[JCT],30.50,99.77,Junction,TX
[SKF],29.38,98.58,KellyAFB,TX
[ERV],29.98,99.08,Kerrville,TX
[ILE],31.08,97.68,Killeen,TX
[NQI],27.50,97.82,Kingsville,TX
[LRD],27.53,99.47,LaredoIntl,TX
[DLF],29.37,100.78,LaughlinAFB,TX
[GGG],32.38,94.72,Longview,TX
[LBB],33.65,101.82,Lubbock,TX
[LFK],31.23,94.75,Lufkin,TX
[MRF],30.37,104.02,Marfa,TX
[MFE],26.18,98.23,Mcallen,TX
[MAF],31.95,102.18,Midland,TX
[MWL],32.78,98.07,MineralWlls,TX
[PSX],28.72,96.25,Palacios,TX
[PRX],33.63,95.45,Paris/Cox,TX
[PVW],34.17,101.71,Plainview,TX
[BPT],30.58,94.02,PortArthur,TX
[RND],29.53,98.28,RandolphAFB,TX
[REE],33.60,102.05,ReeseAFB,TX
[RKP],28.08,97.03,Rockport,TX
[SJT],31.37,100.50,SanAngelo,TX
[SAT],29.53,98.47,SanAntonio,TX
[SSF],29.33,98.47,SanAntonio,TX
[P07],30.17,102.42,Sanderson,TX
[F39],33.72,96.67,Sherman-Deni,TX
[T46],28.03,95.87,SouthBrazos,TX
[SEP],32.22,98.18,Stephenville,TX
[TPL],31.15,97.42,Temple,TX
[TYR],32.37,95.40,Tyler/Pounds,TX
[VCT],28.85,96.92,Victoria,TX
[ACT],31.62,97.22,Waco-Madison,TX
[SPS],33.98,98.50,WichitaFlls,TX
[INK],31.78,103.20,Wink,TX
[4BL],38.03,109.78,Blanding,UT
[U17],37.50,110.70,BullfrogMar,UT
[CDC],37.70,113.10,CedarCity,UT
[U24],39.33,112.58,Delta,UT
[DPG],40.20,112.93,DugwayPrvgr,UT
[U16],41.05,113.07,EagleRange,UT
[U28],39.00,110.15,GreenRiver,UT
[4HV],38.37,110.72,Hanksville,UT
[HIF],41.12,111.97,HillAFB,UT
[LGU],41.78,111.85,Logan,UT
[MLF],38.72,113.03,Milford,UT
[CNY],38.77,109.75,Moab,UT
[OGD],41.18,112.02,Ogden,UT
[PUC],39.62,110.75,Price/Carbon,UT
[PVU],40.22,111.72,Provo,UT
[U67],40.50,110.63,Roosevelt,UT
[SGU],37.08,113.60,SaintGeorge,UT
[SLC],40.78,111.97,SaltLakeCt,UT
[T62],40.17,112.20,Tooele,UT
[VEL],40.45,109.52,Vernal,UT
[ENV],41.22,114.05,Wendover,UT
[BTV],44.47,73.15,Burlington,VT
[MPV],44.20,72.57,Montpelier,VT
[EFK],45.55,72.33,Newport,VT
[RUT],43.53,73.95,Rutland,VT
[9B2],44.42,72.02,StJohnsbury,VT
[MNW],42.88,72.88,Wilmington,VT
[CHO],38.13,78.45,Charlottesvi,VA
[W39],37.50,76.20,Chesapeake,VA
[DAN],36.57,79.33,Danville,VA
[DAA],38.72,77.18,FortBelvoir,VA
[FAF],37.13,76.62,FortEustis,VA
[HSP],37.95,79.82,HotSprings,VA
[LFI],37.08,76.37,LangleyAFB,VA
[LYH],37.33,79.20,Lynchburg,VA
[PHF],37.13,76.50,NewportNews,VA
[NGU],36.93,76.28,NorfolkNAS,VA
[ORF],36.90,76.20,NorfolkRgnl,VA
[NTU],36.82,76.03,OceanaNAS,VA
[NYG],38.50,77.30,QuanticoMca,VA
[RIC],37.50,77.33,Richmond,VA
[ROA],37.32,79.97,RoanokeMuni,VA
[SHD],38.27,78.85,Staunton,VA
[VQN],36.95,78.98,Volens,VA
[WAL],37.85,75.48,WallopsSta,VA
[BLI],48.80,122.53,Bellingham,WA
[PWT],47.48,122.77,Bremerton,WA
[75S],48.50,122.33,Burlington,WA
[63S],48.88,118.47,Colville,WA
[EPH],47.32,119.52,Ephrata,WA
[PAE],47.92,122.28,Everet/Paine,WA
[SKA],47.62,117.65,Fairchild,WA
[GRF],47.08,122.58,FortLewis,WA
[HMS],46.57,119.60,Hanford,WA
[HQM],46.97,123.97,Hoquiam,WA
[TCM],47.15,122.48,McchordAFB,WA
[MWH],47.20,119.32,MosesLake,WA
[76S],48.25,122.68,OakHarbor,WA
[OLM],46.97,122.90,Olympia,WA
[4OM],48.42,119.53,Omak,WA
[PSC],46.27,119.12,Pasco,WA
[CLM],48.12,123.50,PortAngeles,WA
[NOW],48.22,123.67,PortAngeles,WA
[PUW],46.75,117.12,Pullman,WA
[UIL],47.95,124.55,Quillayute,WA
[RNT],47.50,122.22,Renton,WA
[SEA],47.45,122.30,Seattle,WA
[BFI],47.53,122.30,Seattle/Boeing,WA
[SHN],47.25,123.15,Shelton,WA
[GEG],47.63,117.53,Spokane,WA
[SFF],47.67,117.33,Spokane,WA
[SMP],47.28,121.33,StampedePas,WA
[TIW],47.27,122.58,Tacoma,WA
[TDO],46.48,122.80,Toledo,WA
[ALW],46.10,118.28,WallaWalla,WA
[EAT],47.40,120.20,Wenatchee,WA
[NUW],48.35,122.65,WhidbeyIs,WA
[YKM],46.57,120.53,Yakima,WA
[BKW],37.78,81.12,Beckley,WV
[BLF],37.30,81.22,Bluefield,WV
[CRW],38.37,81.60,Charleston,WV
[CKB],39.28,80.23,Clarksburg,WV
[EKN],38.88,79.85,Elkins,WV
[HTS],38.37,82.55,Huntington,WV
[LWB],37.87,80.40,Lewisburg,WV
[MRB],39.40,77.98,Martinsburg,WV
[MGW],39.65,79.92,Morgantown,WV
[PKB],39.35,81.43,Parkersburg,WV
[HLG],40.18,80.65,Wheeling,WV
[SSU],37.46,80.20,WhiteSulph,WV
[ATW],44.25,88.52,Appleton,WI
[EAU],44.87,91.48,EauClaire,WI
[GRB],44.48,88.13,GreenBay,WI
[JVL],42.62,89.03,Janesville,WI
[LSE],43.87,91.25,LaCrosse,WI
[LNR],43.20,90.18,LoneRock,WI
[MSN],43.13,89.33,Madison,WI
[MTW],44.13,87.67,Manitowac,WI
[MKE],42.95,87.90,Milwaukee,WI
[MWC],43.12,88.05,Milwaukee,WI
[CWA],44.78,89.67,Mosinee,WI
[EEW],44.22,88.53,Neenah,WI
[OSH],44.00,88.57,Oshkosh,WI
[RHI],45.63,89.45,Rhinelander,WI
[RIE],45.48,91.72,RiceLake,WI
[VOK],43.93,90.27,VolkFld,WI
[AUW],44.92,89.62,Wausau,WI
[BPI],42.57,110.10,BigPiney,WY
[CPR],42.92,106.47,Casper,WY
[CYS],41.15,104.82,Cheyenne,WY
[COD],44.52,109.02,Cody,WY
[4DG],42.75,105.38,Douglas,WY
[EVW],41.33,111.00,Evanston,WY
[GCC],44.35,105.53,Gillette,WY
[JAC],43.60,110.73,Jackson,WY
[LND],42.82,108.73,Lander,WY
[LAR],41.32,105.68,Laramie,WY
[4MC],44.35,104.81,Moorcroft,WY
[RWL],41.80,107.20,Rawlins,WY
[RIW],43.05,108.45,Riverton,WY
[RKS],41.60,109.07,RockSprings,WY
[SHR],44.77,106.97,Sheridan,WY
[WRL],43.97,107.97,Worland,WY
[P60],44.55,110.42,Yellowstone,WY
